Type,company,Matching,dealCreateDate,meetingDate
Others,TERRAWEST MANAGEMENT PTY LTD,TERRAWEST MANAGEMENT PTY LTD,,
Others,GSL Networks Pty Ltd,GSL Networks Pty Ltd,,
Others,INTELLITEK PTY. LIMITED,INTELLITEK PTY. LIMITED,,
Others,W.A. CROMARTY & COMPANY PROPRIETARY LIMITED,W.A. CROMARTY & COMPANY PROPRIETARY LIMITED,,
Others,Department of Mines Industry Regulation and Safety,Department of Mines Industry Regulation and Safety,,
Others,Citysoft NetCloud Pty Ltd,Citysoft NetCloud Pty Ltd,,
Others,INDIGROUP PTY LTD,INDIGROUP PTY LTD,,
Others,SOLAR ELECTRIC & ENGINEERING SUPPLIES PTY LTD,SOLAR ELECTRIC & ENGINEERING SUPPLIES PTY LTD,,
Others,Audio Vision Infotronics Pty Ltd ATF AVIT Trust,Audio Vision Infotronics Pty Ltd ATF AVIT Trust,,
Others,CFI TRUST (NET EFFECTS PTY LTD),CFI TRUST (NET EFFECTS PTY LTD),,
Others,Department for Child Protection,Department for Child Protection,,
Others,Eoratech Pty Ltd,Eoratech Pty Ltd,,
Others,South Australia Police,South Australia Police,,
Others,ST PETERS COLLEGE,ST PETERS COLLEGE,,
Others,AUSTRALIAN CLOUD COMPUTING and CONSULTING PTY. LTD. T/A TotalSecure,AUSTRALIAN CLOUD COMPUTING and CONSULTING PTY. LTD. T/A TotalSecure,,
Others,A.C.N. 661 187 211 PTY LTD (T/A 3 Lights),A.C.N. 661 187 211 PTY LTD (T/A 3 Lights),,
Others,Winc Australia Pty Limited,Winc Australia Pty Limited,,
Others,SIMPLICITY IT PTY LTD,SIMPLICITY IT PTY LTD,,
Others,Surety Solutions Pty Ltd,Surety Solutions Pty Ltd,,
Others,Securite Pty Ltd,Securite Pty Ltd,,
Others,All Cloud Pty Ltd - ( T/as Mantalus ),All Cloud Pty Ltd - ( T/as Mantalus ),,
Others,Jaazup Pty Ltd - (Seven IT Technologies),Jaazup Pty Ltd - (Seven IT Technologies),,
Others,Ramkey Consulting Pty Ltd,Ramkey Consulting Pty Ltd,,
Others,BGH Network Consulting Services,BGH Network Consulting Services,,
Others,KYNDRYL AUSTRALIA PTY LTD,KYNDRYL AUSTRALIA PTY LTD,,
Others,Optus Mobile Pty Ltd,Optus Mobile Pty Ltd,,
Others,Frontline Technology Services Pty Ltd,Frontline Technology Services Pty Ltd,,
Others,St Clares College,St Clares College,,
Others,STREAMTECH KNOWLEDGE PTY. LTD.,STREAMTECH KNOWLEDGE PTY. LTD.,,
Others,Crayon Australia Pty Ltd,Crayon Australia Pty Ltd,,
Others,ISI PTY LIMITED,ISI PTY LIMITED,,
Others,PRODELV PTY LTD THE TRUSTEE FOR THE O'CONNELL FAMILY TRUST,PRODELV PTY LTD THE TRUSTEE FOR THE O'CONNELL FAMILY TRUST,,
Others,The Trustee for WJ & J Rudd BT (T/A SQL Masters Consulting),The Trustee for WJ & J Rudd BT (T/A SQL Masters Consulting),,
Others,MORRIS TECHNOLOGY PTY LTD,MORRIS TECHNOLOGY PTY LTD,,
Others,FLUID5 PTY LTD,FLUID5 PTY LTD,,
Others,Olympus Technology Services,Olympus Technology Services,,
Others,Solista (Victoria) Pty Ltd,Solista (Victoria) Pty Ltd,,
Others,Vertical Telecoms Pty Limited,Vertical Telecoms Pty Limited,,
Others,THE BUSINESS EXPERIENCE AUSTRALIA PTY LTD,THE BUSINESS EXPERIENCE AUSTRALIA PTY LTD,,
Others,SAFEGROUP AUTOMATION PTY LTD,SAFEGROUP AUTOMATION PTY LTD,,
Others,TOM SHAW PTY LTD,TOM SHAW PTY LTD,,
Others,WWT AUSTRALIA PTY LTD,WWT AUSTRALIA PTY LTD,,
Others,DNX TECHNOLOGY PTY LTD,DNX TECHNOLOGY PTY LTD,,
Others,SMALL ROBOT PTY LTD,SMALL ROBOT PTY LTD,,
Others,FOCUS GROUP TECHNOLOGIES PTY LTD,FOCUS GROUP TECHNOLOGIES PTY LTD,,
Others,BLACKBIRD IT PTY LTD,BLACKBIRD IT PTY LTD,,
Others,Scots PGC College,Scots PGC College,,
Others,Murdoch Webster Technology Group Pty Ltd,Murdoch Webster Technology Group Pty Ltd,,
Others,Red 29 Pty Ltd,Red 29 Pty Ltd,,
Others,Brilliant Computer Solutions Pty Ltd,Brilliant Computer Solutions Pty Ltd,,
Others,PARABELLUM CYBERSECURITY PTY LTD,PARABELLUM CYBERSECURITY PTY LTD,,
Others,Galah Cyber Pty Ltd,Galah Cyber Pty Ltd,,
Others,The Trustee for National IT Solutions Australia Unit Trust,The Trustee for National IT Solutions Australia Unit Trust,,
Others,Triforce Australia Pty Ltd,Triforce Australia Pty Ltd,,
Others,CORETEC SOLUTIONS PTY LTD - T/as CAUSIA,CORETEC SOLUTIONS PTY LTD - T/as CAUSIA,,
Others,OBERIX GROUP PTY LTD - (T/as - OPERATIONAL INTELLIGENCE),OBERIX GROUP PTY LTD - (T/as - OPERATIONAL INTELLIGENCE),,
Others,Progility Technologies,Progility Technologies,,
Others,Winthrop Australia (HQ-WA),Winthrop Australia (HQ-WA),,
Others,Nuvola Group Pty Ltd,Nuvola Group Pty Ltd,,
Others,Allstar Solutions Pty Ltd,Allstar Solutions Pty Ltd,,
Others,The Trustee for A R GALLE FAMILY TRUST (T.A WORLDMARK CORPORATE CONSULTING),The Trustee for A R GALLE FAMILY TRUST (T.A WORLDMARK CORPORATE CONSULTING),,
Others,Western Power,Western Power,,
Others,GEEKS ON TAP PTY LTD,GEEKS ON TAP PTY LTD,,
Others,RELX Trading Australia Pty Limited trading as LexisNexis,RELX Trading Australia Pty Limited trading as LexisNexis,,
Others,Surebridge Pty Ltd,Surebridge Pty Ltd,,
Others,The Trustee for The Brenda Wilkins Family Trust (T/A Quince Consulting),The Trustee for The Brenda Wilkins Family Trust (T/A Quince Consulting),,
Others,Madrah Pty Ltd T/A Blackbook,Madrah Pty Ltd T/A Blackbook,,
Others,NEXTGEN Asia Pte. Ltd.,NEXTGEN Asia Pte. Ltd.,,
Others,Venn IT Solutions Pty Ltd,Venn IT Solutions Pty Ltd,,
Others,Fifth Logic Pty Ltd,Fifth Logic Pty Ltd,,
Others,THE TRUSTEE FOR SALSA DIGITAL TRUST,THE TRUSTEE FOR SALSA DIGITAL TRUST,,
Others,Pentana Solutions Pty Ltd,Pentana Solutions Pty Ltd,,
Others,Territory Technology Solutions Pty Ltd,Territory Technology Solutions Pty Ltd,,
Others,AHOYAHOY ENTERPRISES PTY LTD,AHOYAHOY ENTERPRISES PTY LTD,,
Others,MANTEL GROUP PTY LTD,MANTEL GROUP PTY LTD,,
Others,Respiro Pty Ltd,Respiro Pty Ltd,,
Others,The Trustee for The CBMC Unit Trust (CBM Corporate),The Trustee for The CBMC Unit Trust (CBM Corporate),,
Others,The Trustee for Deoki Development Group,The Trustee for Deoki Development Group,,
Others,The trustee for INTERINTRA TRUST,The trustee for INTERINTRA TRUST,,
Others,"MOHYUDDIN, GHULAM  t/as -TwoFourSeven","MOHYUDDIN, GHULAM  t/as -TwoFourSeven",,
Others,Virtual Business Partners Pty Ltd,Virtual Business Partners Pty Ltd,,
Others,Kodez Pty Ltd,Kodez Pty Ltd,,
Others,SALT CYBER PTY LTD - (White Rook Cyber),SALT CYBER PTY LTD - (White Rook Cyber),,
Others,ITANZ INFINITY PTY LTD,ITANZ INFINITY PTY LTD,,
Others,SecureCo Pty Ltd,SecureCo Pty Ltd,,
Others,GWI.DIGITAL PTY LTD,GWI.DIGITAL PTY LTD,,
Others,Kirra Services Pty Ltd,Kirra Services Pty Ltd,,
Others,Loyfam Pty Ltd,Loyfam Pty Ltd,,
Others,Amazon Web Services Australia Pty Ltd,Amazon Web Services Australia Pty Ltd,,
Others,CDW IT Solutions Australia Pty Ltd,CDW IT Solutions Australia Pty Ltd,,
Others,"PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)",,
Others,VODAFONE FIJI PTE LTD,VODAFONE FIJI PTE LTD,,
Others,SABASAI HOLDINGS PTY LTD,SABASAI HOLDINGS PTY LTD,,
Others,UVEX SAFETY AUSTRALIA LIMITED,UVEX SAFETY AUSTRALIA LIMITED,,
Others,Newbase Computer Services Pty Ltd,Newbase Computer Services Pty Ltd,,
Others,CULTURAL CYBER SECURITY PTY LTD,CULTURAL CYBER SECURITY PTY LTD,,
Others,SIMPLIFIED CLOUD PTY LTD,SIMPLIFIED CLOUD PTY LTD,,
Others,Planet Telecommunications Pty Ltd,Planet Telecommunications Pty Ltd,,
Others,RIVERCITY SOLUTIONS PTY LTD,RIVERCITY SOLUTIONS PTY LTD,,
Others,Progility Global Pty Ltd,Progility Global Pty Ltd,,
Others,The Trustee for Scorpion Technology Unit Trust,The Trustee for Scorpion Technology Unit Trust,,
Others,Imperium Cyber Security Pty Ltd,Imperium Cyber Security Pty Ltd,,
Others,ISAS - Integrated Switchgear and Systems Pty Ltd,ISAS - Integrated Switchgear and Systems Pty Ltd,,
Others,FSA Digital Pty Ltd,FSA Digital Pty Ltd,,
Others,The Trustee for The IT & B Trust (t/a ) Data Up,The Trustee for The IT & B Trust (t/a ) Data Up,,
Others,Corelight UK Limited,Corelight UK Limited,,
Others,MYNET SARL,MYNET SARL,,
Others,Transformr Pty Ltd,Transformr Pty Ltd,,
Others,LEAP TELECOMMUNICATIONS PTY LTD,LEAP TELECOMMUNICATIONS PTY LTD,,
Others,MEGAPORT (AUSTRALIA) PTY LTD,MEGAPORT (AUSTRALIA) PTY LTD,,
Others,THE INSIDE LINE AUS PTY LTD (t/a:STRABIT),THE INSIDE LINE AUS PTY LTD (t/a:STRABIT),,
Others,HITECH SUPPORT PTY. LIMITED,HITECH SUPPORT PTY. LIMITED,,
Others,Archon Solutions Pty Ltd,Archon Solutions Pty Ltd,,
Others,DEPLOYPARTNERS PTY LTD,DEPLOYPARTNERS PTY LTD,,
Others,CIRDAN ULTRA PTY LTD,CIRDAN ULTRA PTY LTD,,
Others,DYFLEX PTY LTD,DYFLEX PTY LTD,,
Others,Communicat IT Pty Ltd,Communicat IT Pty Ltd,,
Others,JD STRIDE PTY LTD,JD STRIDE PTY LTD,,
Others,Oobe Pty Ltd,Oobe Pty Ltd,,
Others,Greenlight (Vic) Pty Ltd,Greenlight (Vic) Pty Ltd,,
Others,CYBER AUSTRALIA PTY LTD (T/A CyberAI),CYBER AUSTRALIA PTY LTD (T/A CyberAI),,
Others,Hayes Information Systems and Communications Pty Ltd,Hayes Information Systems and Communications Pty Ltd,,
Others,Jeneva Pty Ltd,Jeneva Pty Ltd,,
Others,ARQ GROUP ENTERPRISE PTY LTD (NCS),ARQ GROUP ENTERPRISE PTY LTD (NCS),,
Others,CONVERGED FLOW NETWORKS PTY LTD - ( Converge IT ),CONVERGED FLOW NETWORKS PTY LTD - ( Converge IT ),,
Others,Future Computers,Future Computers,,
Others,Telecom Fiji Limited,Telecom Fiji Limited,,
Others,The Trustee for Amarone Trust & The Trustee for Freestyle Holdings Trust,The Trustee for Amarone Trust & The Trustee for Freestyle Holdings Trust,,
Others,IOOF Services Co Pty Ltd,IOOF Services Co Pty Ltd,,
Others,TENODEX PTY LTD - ( trading as Automotive Cyber Group),TENODEX PTY LTD - ( trading as Automotive Cyber Group),,
Others,Commonwealth Scientific And Industrial Research Organisation (CSIRO),Commonwealth Scientific And Industrial Research Organisation (CSIRO),,
Others,CORPCLOUD PTY LTD,CORPCLOUD PTY LTD,,
Others,PTP Consulting Group,PTP Consulting Group,,
Others,SHI International Corp,SHI International Corp,,
Others,CIRRUS NETWORKS (ACT) PTY LTD - (T/as Atturra),CIRRUS NETWORKS (ACT) PTY LTD - (T/as Atturra),,
Others,TECME PTY LTD,TECME PTY LTD,,
Others,DHI-AI Pty Ltd,DHI-AI Pty Ltd,,
Others,SAGE AUTOMATION PTY LTD,SAGE AUTOMATION PTY LTD,,
Others,WINYAMA PTY LTD,WINYAMA PTY LTD,,
Others,Matrium Technologies Pty Limited,Matrium Technologies Pty Limited,,
Others,Didgenet Pty Ltd,Didgenet Pty Ltd,,
Others,Gammer Group,Gammer Group,,
Others,Cloudec Pty Ltd,Cloudec Pty Ltd,,
Others,SYNERGY GROUP AUSTRALIA PTY LTD,SYNERGY GROUP AUSTRALIA PTY LTD,,
Others,RHOMBIC PTY LTD,RHOMBIC PTY LTD,,
Others,IMAGINEERING AUSTRALIA PTY. LTD.,IMAGINEERING AUSTRALIA PTY. LTD.,,
Others,Cascade Group Enterprises Pty Ltd,Cascade Group Enterprises Pty Ltd,,
Others,ELABOR8 PTY LTD,ELABOR8 PTY LTD,,
Others,Beyond Digital Pty Ltd,Beyond Digital Pty Ltd,,
Others,Viseo Australia Pty Ltd,Viseo Australia Pty Ltd,,
Others,Always UP IT Pty Ltd,Always UP IT Pty Ltd,,
Others,NETSOLUTIONS AUSTRALIA PTY. LTD.,NETSOLUTIONS AUSTRALIA PTY. LTD.,,
Others,The trustee for The Tembo Trust t/a HostAway Pty Ltd,The trustee for The Tembo Trust t/a HostAway Pty Ltd,,
Others,The Trustee for SISU SOLUTIONS DISCRETIONARY TRUST,The Trustee for SISU SOLUTIONS DISCRETIONARY TRUST,,
Others,HANNAN PARTNERS PTY LTD,HANNAN PARTNERS PTY LTD,,
Others,Anatas Pty Ltd  - T/A Atturra Data & Integration,Anatas Pty Ltd  - T/A Atturra Data & Integration,,
Others,THE IT AGENCY PTY LTD,THE IT AGENCY PTY LTD,,
Others,CYMAX PTY LTD,CYMAX PTY LTD,,
Others,Network Now Communications Pty Ltd,Network Now Communications Pty Ltd,,
Others,Smart Business Systems Pty Ltd,Smart Business Systems Pty Ltd,,
Others,GPK Group Pty Ltd,GPK Group Pty Ltd,,
Others,ICTechnology Pty Ltd,ICTechnology Pty Ltd,,
Others,Regional IT Newcastle Pty Ltd,Regional IT Newcastle Pty Ltd,,
Others,Agile Business Technologies Pty Ltd,Agile Business Technologies Pty Ltd,,
Others,Dell Financial Services Pty Ltd,Dell Financial Services Pty Ltd,,
Others,Inplace Solutions Pty Ltd,Inplace Solutions Pty Ltd,,
Others,Denver Technology Pty Ltd,Denver Technology Pty Ltd,,
Others,The Trustee for ATFA Jones Family Trust - ATFA CYBER PTY LTD (Razilio),The Trustee for ATFA Jones Family Trust - ATFA CYBER PTY LTD (Razilio),,
Others,BlueScale Pty Ltd,BlueScale Pty Ltd,,
Others,JARGON CONSULTING PTY LTD,JARGON CONSULTING PTY LTD,,
Others,MORFIT GROUP CONSULTING PTY LTD,MORFIT GROUP CONSULTING PTY LTD,,
Others,Wireless Communications Pty Ltd,Wireless Communications Pty Ltd,,
Others,BARE COVE TECHNOLOGY PTY LTD,BARE COVE TECHNOLOGY PTY LTD,,
Others,Computertalk Pty Ltd,Computertalk Pty Ltd,,
Others,NEW ERA TECHNOLOGY - NE PTY LTD,NEW ERA TECHNOLOGY - NE PTY LTD,,
Others,MicrotechDPS,MicrotechDPS,,
Others,Nexsys I.T. Pty Ltd,Nexsys I.T. Pty Ltd,,
Others,TELEPHONE APPLICATIONS AUSTRALIA (TAA) PTY LTD,TELEPHONE APPLICATIONS AUSTRALIA (TAA) PTY LTD,,
Others,OPIA TECHNOLOGY PTY LTD,OPIA TECHNOLOGY PTY LTD,,
Others,Aten systems Pty Ltd,Aten systems Pty Ltd,,
Others,WYS GROUP PTY LTD,WYS GROUP PTY LTD,,
Others,Global One Technologies Pty Ltd,Global One Technologies Pty Ltd,,
Others,Bridged Group Pty Ltd,Bridged Group Pty Ltd,,
Others,Byte Information Technology,Byte Information Technology,,
Others,Login Systems Pty. Ltd.,Login Systems Pty. Ltd.,,
Others,Netlink Group Pty Ltd,Netlink Group Pty Ltd,,
Others,Red Bear IT Pty Ltd,Red Bear IT Pty Ltd,,
Others,B-SURE IT PTY LTD,B-SURE IT PTY LTD,,
Others,Innessco,Innessco,,
Others,Insicon Pty Ltd,Insicon Pty Ltd,,
Others,INTERACT IT SERVICES PTY LTD,INTERACT IT SERVICES PTY LTD,,
Others,TECHNOLOGY IN DEPTH PTY LTD,TECHNOLOGY IN DEPTH PTY LTD,,
Others,Tekoi Consulting Pty Ltd,Tekoi Consulting Pty Ltd,,
Others,Infosurety Pty Ltd (trading as Infotrust),Infosurety Pty Ltd (trading as Infotrust),,
Others,THE TRUSTEE FOR THINK SOLUTIONS HYBRID TRUST (t/as Think Solutions),THE TRUSTEE FOR THINK SOLUTIONS HYBRID TRUST (t/as Think Solutions),,
Others,INTERLEAVE AUSTRALIA PTY. LTD.,INTERLEAVE AUSTRALIA PTY. LTD.,,
Others,NovaTech IT Pty Ltd,NovaTech IT Pty Ltd,,
Others,ANDREW SJOQUIST ENTERPRISES PTY LTD - (ASE),ANDREW SJOQUIST ENTERPRISES PTY LTD - (ASE),,
Others,Computer Alliance P/L,Computer Alliance P/L,,
Others,K & K WINROW P/L atf EOS IT SPECIALISTS,K & K WINROW P/L atf EOS IT SPECIALISTS,,
Others,ODLINK IT PTY LTD,ODLINK IT PTY LTD,,
Others,"SELWAY, JOE  (Yuridla Systems)","SELWAY, JOE  (Yuridla Systems)",,
Others,Specht Networking Solutions Pty Ltd,Specht Networking Solutions Pty Ltd,,
Others,Red Bass Consulting,Red Bass Consulting,,
Others,Applied Business Technology Pty Ltd,Applied Business Technology Pty Ltd,,
Others,Bokser Pty Ltd,Bokser Pty Ltd,,
Others,Cloud Security Solutions Pty Ltd t/a Jypra Group,Cloud Security Solutions Pty Ltd t/a Jypra Group,,
Others,Contact Electrical Pty Ltd t/a Contact Group,Contact Electrical Pty Ltd t/a Contact Group,,
Others,"COURTNEY, LUKE t/a 10 Gig IT","COURTNEY, LUKE t/a 10 Gig IT",,
Others,CRAWFORD IT PTY LTD,CRAWFORD IT PTY LTD,,
Others,Cyber Future Pty Ltd,Cyber Future Pty Ltd,,
Others,Cynch Sec Pty Ltd,Cynch Sec Pty Ltd,,
Others,"GRIGGS, PAUL DAVID t/a SynchronisIT","GRIGGS, PAUL DAVID t/a SynchronisIT",,
Others,Ignite Systems Pty Ltd,Ignite Systems Pty Ltd,,
Others,Inertia IT Pty Ltd ATF The Inertia IT Class,Inertia IT Pty Ltd ATF The Inertia IT Class,,
Others,ITQ Pty Ltd,ITQ Pty Ltd,,
Others,L & M SYSTEMS PTY LTD,L & M SYSTEMS PTY LTD,,
Others,MANIT TECHNOLOGY PTY LTD,MANIT TECHNOLOGY PTY LTD,,
Others,Offis Pty. Limited,Offis Pty. Limited,,
Others,Palladium Investment Group Pty Ltd t/a Resolve IT,Palladium Investment Group Pty Ltd t/a Resolve IT,,
Others,PC Link Professionals Pty Ltd,PC Link Professionals Pty Ltd,,
Others,QROM PTY LTD,QROM PTY LTD,,
Others,Roam Empire Pty Ltd t/a Roam IT Solutions,Roam Empire Pty Ltd t/a Roam IT Solutions,,
Others,SAGE LINK PTY LTD,SAGE LINK PTY LTD,,
Others,"SCRIVA, DOMENICO t/a ScrivzIT","SCRIVA, DOMENICO t/a ScrivzIT",,
Others,The Trustee for Ipau Technologies Trust t/a Ipau Technologies,The Trustee for Ipau Technologies Trust t/a Ipau Technologies,,
Others,The trustee for LMLICH Trust t/a Virtutec Australia,The trustee for LMLICH Trust t/a Virtutec Australia,,
Others,The trustee for United IT Group Trust t/a United IT,The trustee for United IT Group Trust t/a United IT,,
Others,Tresami Computer Engineering Pty Limited,Tresami Computer Engineering Pty Limited,,
Others,Virtuosys Pty Ltd,Virtuosys Pty Ltd,,
Others,Webequip Pty Ltd  T/as  Macs-4-u & Macs4u,Webequip Pty Ltd  T/as  Macs-4-u & Macs4u,,
Others,Chrome Consulting Pty Ltd,Chrome Consulting Pty Ltd,,
Others,Cyberlinx Pty Ltd,Cyberlinx Pty Ltd,,
Others,L2X TECHNOLOGIES PTY LTD,L2X TECHNOLOGIES PTY LTD,,
Others,MRESULT PTY LTD,MRESULT PTY LTD,,
Others,NIAD TECHNOLOGIES PTY LTD,NIAD TECHNOLOGIES PTY LTD,,
Others,Telefonix Technology Group P/L T/A Azentro,Telefonix Technology Group P/L T/A Azentro,,
Others,THE YOKU GROUP PTY. LTD.,THE YOKU GROUP PTY. LTD.,,
Others,Moco Investments Pty Ltd t/a Connectiv,Moco Investments Pty Ltd t/a Connectiv,,
Others,Konica Minolta Business Solutions Australia Pty Ltd,Konica Minolta Business Solutions Australia Pty Ltd,,
Others,NXBASE - (SECURE THE CLOUD PTY LTD),NXBASE - (SECURE THE CLOUD PTY LTD),,
Others,EPSILON IT PTY LTD,EPSILON IT PTY LTD,,
Others,PBA Technology Pty Ltd,PBA Technology Pty Ltd,,
Others,Ericsson Australia Pty Ltd,Ericsson Australia Pty Ltd,,
Others,DVULN PTY LTD,DVULN PTY LTD,,
Others,NetPillar Pty Ltd,NetPillar Pty Ltd,,
Others,Webres Solutions Pty Ltd ATF Webres Solution Trust,Webres Solutions Pty Ltd ATF Webres Solution Trust,,
Others,Australian IT Solutions,Australian IT Solutions,,
Others,ALTITUDO P/L ATF SBMR UNIT TRUST t/a Altitud,ALTITUDO P/L ATF SBMR UNIT TRUST t/a Altitud,,
Others,OVERWATCH CYBERSECURITY PTY LTD,OVERWATCH CYBERSECURITY PTY LTD,,
Others,Data Central Pty Ltd,Data Central Pty Ltd,,
Others,Mobilogica Pty Ltd,Mobilogica Pty Ltd,,
Others,GHANEM FAMILY TRUST - (COMLINK SOLUTIONS),GHANEM FAMILY TRUST - (COMLINK SOLUTIONS),,
Others,Cogenesis Business Group Pty Ltd,Cogenesis Business Group Pty Ltd,,
Others,TRITUSA PTY LTD,TRITUSA PTY LTD,,
Others,ICT EDGE PTY LTD,ICT EDGE PTY LTD,,
Others,ISW Development Pty Ltd,ISW Development Pty Ltd,,
Others,VETPARTNERS AUSTRALIA PTY LTD,VETPARTNERS AUSTRALIA PTY LTD,,
Others,Wipro Limited,Wipro Limited,,
Others,C5 Technology Pty Ltd,C5 Technology Pty Ltd,,
Others,JIFFI CONSULTANCY PTY LTD,JIFFI CONSULTANCY PTY LTD,,
Others,PERIGON ONE PTY LTD,PERIGON ONE PTY LTD,,
Others,TrueIT Consulting Pty Ltd,TrueIT Consulting Pty Ltd,,
Others,Velvet Systems,Velvet Systems,,
Others,Nuvento Pty Ltd,Nuvento Pty Ltd,,
Others,PrimeQ Pty Ltd,PrimeQ Pty Ltd,,
Others,The Grid Corporation Pty Ltd,The Grid Corporation Pty Ltd,,
Others,The Trustee for LMNTRIX Unit Trust,The Trustee for LMNTRIX Unit Trust,,
Others,VITAL PERIPHERAL SUPPLIES PTY LIMITED,VITAL PERIPHERAL SUPPLIES PTY LIMITED,,
Others,AUTHABLE PARTNERS PTY LTD,AUTHABLE PARTNERS PTY LTD,,
Others,Sustainabil.IT Technologies Pty Ltd,Sustainabil.IT Technologies Pty Ltd,,
Others,The Trustee for THE CHISHOLM FAMILY TRUST (Davichi Computer Services),The Trustee for THE CHISHOLM FAMILY TRUST (Davichi Computer Services),,
Others,DPT Solutions Pty Ltd,DPT Solutions Pty Ltd,,
Others,TECHQUITY PTY LTD,TECHQUITY PTY LTD,,
Others,Quotient ICT Pty Ltd,Quotient ICT Pty Ltd,,
Others,AFFINITY MSP PTY LTD,AFFINITY MSP PTY LTD,,
Others,JB HI-FI GROUP PTY LTD,JB HI-FI GROUP PTY LTD,,
Others,Itek Managed Services Pty Ltd,Itek Managed Services Pty Ltd,,
Others,ADV Technical Consulting,ADV Technical Consulting,,
Others,HUB ICT PTY LTD,HUB ICT PTY LTD,,
Others,OFFICE SOLUTIONS IT PTY LTD,OFFICE SOLUTIONS IT PTY LTD,,
Others,Source Technology Pty Ltd,Source Technology Pty Ltd,,
Others,Networx Australia Pty Ltd,Networx Australia Pty Ltd,,
Others,Canary Technology Solutions Pty Limited,Canary Technology Solutions Pty Limited,,
Others,VERSENT PTY LTD,VERSENT PTY LTD,,
Others,Royal Penny Holdings Pty Ltd T/A Critical IT,Royal Penny Holdings Pty Ltd T/A Critical IT,,
Others,BPR Consultants Pty Ltd,BPR Consultants Pty Ltd,,
Others,SUBCO SOUTH PTY LTD,SUBCO SOUTH PTY LTD,,
Others,Jasco Consulting Pty Ltd,Jasco Consulting Pty Ltd,,
Others,ASE Tech  -  (DO NOT USE)  See a/c # 208405,ASE Tech  -  (DO NOT USE)  See a/c # 208405,,
Others,Exceed ICT Pty Ltd,Exceed ICT Pty Ltd,,
Others,PARAGONIT PTY. LTD.,PARAGONIT PTY. LTD.,,
Others,Sykes Data Storage Pty Ltd,Sykes Data Storage Pty Ltd,,
Others,DIGITAL FARMER TRADING PTY LTD,DIGITAL FARMER TRADING PTY LTD,,
Others,R-GROUP INTERNATIONAL PTY LTD,R-GROUP INTERNATIONAL PTY LTD,,
Others,ATMOS HOLDINGS PTY LIMITED,ATMOS HOLDINGS PTY LIMITED,,
Others,BA Cowell & RM Wilford  - T/as activsync IT,BA Cowell & RM Wilford  - T/as activsync IT,,
Others,Night IT,Night IT,,
Others,Stratelo Pty Ltd,Stratelo Pty Ltd,,
Others,Yanaki Pty Ltd,Yanaki Pty Ltd,,
Others,NEW ERA TECHNOLOGY - NN PTY LTD,NEW ERA TECHNOLOGY - NN PTY LTD,,
Others,BRYK Group,BRYK Group,,
Others,Total Computer Technology Pty Ltd,Total Computer Technology Pty Ltd,,
Others,"Barracuda Networks, Inc. (AU)","Barracuda Networks, Inc. (AU)",,
Others,Division 5 Pty Ltd,Division 5 Pty Ltd,,
Others,ICT Group Pty Ltd,ICT Group Pty Ltd,,
Others,Whitehash Cybersecurity Pty Ltd,Whitehash Cybersecurity Pty Ltd,,
Others,4impact Asia Pacific Pty Ltd,4impact Asia Pacific Pty Ltd,,
Others,BABELTEXT PTY LTD,BABELTEXT PTY LTD,,
Others,NCC Group Pty Limited,NCC Group Pty Limited,,
Others,ETS IT PTY LTD,ETS IT PTY LTD,,
Others,YOKOGAWA AUSTRALIA PTY LIMITED,YOKOGAWA AUSTRALIA PTY LIMITED,,
Others,NETWORK SOLUTIONS GROUP PTY LTD,NETWORK SOLUTIONS GROUP PTY LTD,,
Others,NSB Cyber Pty Ltd,NSB Cyber Pty Ltd,,
Others,M.A.D. MINDWORKS PTY LIMITED,M.A.D. MINDWORKS PTY LIMITED,,
Others,Kevin Carne / Titan Secure,Kevin Carne / Titan Secure,,
Others,ACPL SYSTEMS PTY LTD,ACPL SYSTEMS PTY LTD,,
Others,Attainable Cyber Solutions Pty Ltd,Attainable Cyber Solutions Pty Ltd,,
Others,iasset Pty Ltd,iasset Pty Ltd,,
Others,ABI (AGENCE DE BUREAUTIQUE ET D'INFORMATIQUE),ABI (AGENCE DE BUREAUTIQUE ET D'INFORMATIQUE),,
Others,Megabyte Solutions Australia - T/A Curiositi,Megabyte Solutions Australia - T/A Curiositi,,
Others,F1 Solutions Pty Limited,F1 Solutions Pty Limited,,
Others,Opal Logic Pty Ltd,Opal Logic Pty Ltd,,
Others,Graphene CIP Pty Ltd,Graphene CIP Pty Ltd,,
Others,Kadec IT Pty Ltd,Kadec IT Pty Ltd,,
Others,Idea 11 Pty Ltd,Idea 11 Pty Ltd,,
Others,INLIGHT IT PTY LTD,INLIGHT IT PTY LTD,,
Others,Nexis ICT,Nexis ICT,,
Others,TAYLOR MADE SALES PTY LTD,TAYLOR MADE SALES PTY LTD,,
Others,IITER PTY LTD.,IITER PTY LTD.,,
Others,Netskope RMA / ITF,Netskope RMA / ITF,,
Others,API Services Australia Pty Ltd,API Services Australia Pty Ltd,,
Others,Enacom Pty Ltd,Enacom Pty Ltd,,
Others,RIGHTSEC PTY LTD,RIGHTSEC PTY LTD,,
Others,The trustee for HANNA FAMILY TRUST (HD IT),The trustee for HANNA FAMILY TRUST (HD IT),,
